id,year,state_name,state_code,economic_status,gender,number_of_deaths
544,2019,Haryana,6,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1121
546,2019,Haryana,6,₹10 Lakhs And Above,Female,22
547,2019,Haryana,6,₹10 Lakhs And Above,Male,130
549,2019,Haryana,6,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,62
550,2019,Haryana,6,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,250
552,2019,Himachal Pradesh,2,Less Than ₹1 Lakh,Female,125
553,2019,Himachal Pradesh,2,Less Than ₹1 Lakh,Male,213
555,2019,Himachal Pradesh,2,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,68
556,2019,Himachal Pradesh,2,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,148
558,2019,Himachal Pradesh,2,₹10 Lakhs And Above,Female,2
559,2019,Himachal Pradesh,2,₹10 Lakhs And Above,Male,4
561,2019,Himachal Pradesh,2,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,12
562,2019,Himachal Pradesh,2,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,12
564,2019,Jammu And Kashmir,1,Less Than ₹1 Lakh,Female,100
565,2019,Jammu And Kashmir,1,Less Than ₹1 Lakh,Male,113
567,2019,Jammu And Kashmir,1,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,27
568,2019,Jammu And Kashmir,1,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,40
574,2019,Jammu And Kashmir,1,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,4
576,2019,Jharkhand,20,Less Than ₹1 Lakh,Female,411
577,2019,Jharkhand,20,Less Than ₹1 Lakh,Male,710
579,2019,Jharkhand,20,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,129
580,2019,Jharkhand,20,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,284
582,2019,Jharkhand,20,₹10 Lakhs And Above,Female,2
583,2019,Jharkhand,20,₹10 Lakhs And Above,Male,5
585,2019,Jharkhand,20,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,38
586,2019,Jharkhand,20,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,67
588,2019,Karnataka,29,Less Than ₹1 Lakh,Female,1914
589,2019,Karnataka,29,Less Than ₹1 Lakh,Male,5113
590,2019,Karnataka,29,Less Than ₹1 Lakh,Transgender,2
591,2019,Karnataka,29,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,881
592,2019,Karnataka,29,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,3029
594,2019,Karnataka,29,₹10 Lakhs And Above,Female,4
595,2019,Karnataka,29,₹10 Lakhs And Above,Male,20
597,2019,Karnataka,29,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,74
598,2019,Karnataka,29,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,251
600,2019,Kerala,32,Less Than ₹1 Lakh,Female,1429
601,2019,Kerala,32,Less Than ₹1 Lakh,Male,4394
603,2019,Kerala,32,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,411
604,2019,Kerala,32,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2078
606,2019,Kerala,32,₹10 Lakhs And Above,Female,2
607,2019,Kerala,32,₹10 Lakhs And Above,Male,13
609,2019,Kerala,32,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,46
610,2019,Kerala,32,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,183
624,2019,Madhya Pradesh,23,Less Than ₹1 Lakh,Female,3600
625,2019,Madhya Pradesh,23,Less Than ₹1 Lakh,Male,5721
626,2019,Madhya Pradesh,23,Less Than ₹1 Lakh,Transgender,1
627,2019,Madhya Pradesh,23,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,734
628,2019,Madhya Pradesh,23,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2254
629,2019,Madhya Pradesh,23,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,1
631,2019,Madhya Pradesh,23,₹10 Lakhs And Above,Male,3
633,2019,Madhya Pradesh,23,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,14
634,2019,Madhya Pradesh,23,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,129
636,2019,Maharashtra,27,Less Than ₹1 Lakh,Female,3127
637,2019,Maharashtra,27,Less Than ₹1 Lakh,Male,8392
638,2019,Maharashtra,27,Less Than ₹1 Lakh,Transgender,2
639,2019,Maharashtra,27,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1202
640,2019,Maharashtra,27,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,5458
642,2019,Maharashtra,27,₹10 Lakhs And Above,Female,7
643,2019,Maharashtra,27,₹10 Lakhs And Above,Male,56
645,2019,Maharashtra,27,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,112
646,2019,Maharashtra,27,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,560
648,2019,Manipur,14,Less Than ₹1 Lakh,Female,22
649,2019,Manipur,14,Less Than ₹1 Lakh,Male,28
652,2019,Manipur,14,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,7
658,2019,Manipur,14,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,1
660,2019,Meghalaya,17,Less Than ₹1 Lakh,Female,29
661,2019,Meghalaya,17,Less Than ₹1 Lakh,Male,120
663,2019,Meghalaya,17,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,4
664,2019,Meghalaya,17,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,42
670,2019,Meghalaya,17,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,3
672,2019,Mizoram,15,Less Than ₹1 Lakh,Female,15
673,2019,Mizoram,15,Less Than ₹1 Lakh,Male,36
675,2019,Mizoram,15,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1
676,2019,Mizoram,15,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,15
682,2019,Mizoram,15,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,3
684,2019,Nagaland,13,Less Than ₹1 Lakh,Female,5
685,2019,Nagaland,13,Less Than ₹1 Lakh,Male,24
688,2019,Nagaland,13,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,12
696,2019,Odisha,21,Less Than ₹1 Lakh,Female,847
697,2019,Odisha,21,Less Than ₹1 Lakh,Male,1263
699,2019,Odisha,21,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1126
700,2019,Odisha,21,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1299
705,2019,Odisha,21,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,13
706,2019,Odisha,21,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,34
708,2019,Puducherry,34,Less Than ₹1 Lakh,Female,145
709,2019,Puducherry,34,Less Than ₹1 Lakh,Male,348
720,2019,Punjab,3,Less Than ₹1 Lakh,Female,408
721,2019,Punjab,3,Less Than ₹1 Lakh,Male,1196
722,2019,Punjab,3,Less Than ₹1 Lakh,Transgender,1
723,2019,Punjab,3,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,110
724,2019,Punjab,3,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,498
726,2019,Punjab,3,₹10 Lakhs And Above,Female,4
727,2019,Punjab,3,₹10 Lakhs And Above,Male,36
729,2019,Punjab,3,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,17
730,2019,Punjab,3,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,87
732,2019,Rajasthan,8,Less Than ₹1 Lakh,Female,850
733,2019,Rajasthan,8,Less Than ₹1 Lakh,Male,1833
735,2019,Rajasthan,8,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,334
736,2019,Rajasthan,8,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1302
738,2019,Rajasthan,8,₹10 Lakhs And Above,Female,13
739,2019,Rajasthan,8,₹10 Lakhs And Above,Male,33
741,2019,Rajasthan,8,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,32
742,2019,Rajasthan,8,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,134
744,2019,Sikkim,11,Less Than ₹1 Lakh,Female,58
745,2019,Sikkim,11,Less Than ₹1 Lakh,Male,149
748,2019,Sikkim,11,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,12
754,2019,Sikkim,11,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,1
756,2019,Tamil Nadu,33,Less Than ₹1 Lakh,Female,3249
757,2019,Tamil Nadu,33,Less Than ₹1 Lakh,Male,6467
758,2019,Tamil Nadu,33,Less Than ₹1 Lakh,Transgender,7
759,2019,Tamil Nadu,33,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,882
760,2019,Tamil Nadu,33,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2351
761,2019,Tamil Nadu,33,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,1
762,2019,Tamil Nadu,33,₹10 Lakhs And Above,Female,10
763,2019,Tamil Nadu,33,₹10 Lakhs And Above,Male,35
765,2019,Tamil Nadu,33,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,109
766,2019,Tamil Nadu,33,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,382
768,2019,Telangana,36,Less Than ₹1 Lakh,Female,1172
769,2019,Telangana,36,Less Than ₹1 Lakh,Male,3180
770,2019,Telangana,36,Less Than ₹1 Lakh,Transgender,1
771,2019,Telangana,36,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,596
772,2019,Telangana,36,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1717
774,2019,Telangana,36,₹10 Lakhs And Above,Female,74
775,2019,Telangana,36,₹10 Lakhs And Above,Male,106
777,2019,Telangana,36,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,220
778,2019,Telangana,36,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,609
780,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Less Than ₹1 Lakh,Female,32
781,2019,The Dadra And Nagar Haveli And Daman And Diu,38,Less Than ₹1 Lakh,Male,54
783,2019,The Dadra And Nagar Haveli And Daman And Diu,38,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,8
784,2019,The Dadra And Nagar Haveli And Daman And Diu,38,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,44
790,2019,The Dadra And Nagar Haveli And Daman And Diu,38,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,3
792,2019,Tripura,16,Less Than ₹1 Lakh,Female,168
793,2019,Tripura,16,Less Than ₹1 Lakh,Male,368
795,2019,Tripura,16,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,46
796,2019,Tripura,16,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,107
799,2019,Tripura,16,₹10 Lakhs And Above,Male,2
801,2019,Tripura,16,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,18
802,2019,Tripura,16,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,19
804,2019,Uttar Pradesh,9,Less Than ₹1 Lakh,Female,1743
805,2019,Uttar Pradesh,9,Less Than ₹1 Lakh,Male,2285
807,2019,Uttar Pradesh,9,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,441
808,2019,Uttar Pradesh,9,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,882
810,2019,Uttar Pradesh,9,₹10 Lakhs And Above,Female,9
811,2019,Uttar Pradesh,9,₹10 Lakhs And Above,Male,16
813,2019,Uttar Pradesh,9,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,38
814,2019,Uttar Pradesh,9,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,50
816,2019,Uttarakhand,5,Less Than ₹1 Lakh,Female,90
817,2019,Uttarakhand,5,Less Than ₹1 Lakh,Male,171
819,2019,Uttarakhand,5,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,76
820,2019,Uttarakhand,5,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,138
825,2019,Uttarakhand,5,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,15
826,2019,Uttarakhand,5,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,26
828,2019,West Bengal,19,Less Than ₹1 Lakh,Female,3954
829,2019,West Bengal,19,Less Than ₹1 Lakh,Male,5682
831,2019,West Bengal,19,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,787
832,2019,West Bengal,19,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1744
834,2019,West Bengal,19,₹10 Lakhs And Above,Female,65
835,2019,West Bengal,19,₹10 Lakhs And Above,Male,153
837,2019,West Bengal,19,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,90
838,2019,West Bengal,19,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,190
840,2020,Andaman And Nicobar Islands,35,Less Than ₹1 Lakh,Female,49
841,2020,Andaman And Nicobar Islands,35,Less Than ₹1 Lakh,Male,65
843,2020,Andaman And Nicobar Islands,35,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1
844,2020,Andaman And Nicobar Islands,35,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,51
847,2020,Andaman And Nicobar Islands,35,₹10 Lakhs And Above,Male,4
850,2020,Andaman And Nicobar Islands,35,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,10
852,2020,Andhra Pradesh,28,Less Than ₹1 Lakh,Female,1048
853,2020,Andhra Pradesh,28,Less Than ₹1 Lakh,Male,2852
854,2020,Andhra Pradesh,28,Less Than ₹1 Lakh,Transgender,2
855,2020,Andhra Pradesh,28,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,705
856,2020,Andhra Pradesh,28,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1988
858,2020,Andhra Pradesh,28,₹10 Lakhs And Above,Female,22
859,2020,Andhra Pradesh,28,₹10 Lakhs And Above,Male,51
861,2020,Andhra Pradesh,28,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,109
862,2020,Andhra Pradesh,28,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,266
864,2020,Arunachal Pradesh,12,Less Than ₹1 Lakh,Female,42
865,2020,Arunachal Pradesh,12,Less Than ₹1 Lakh,Male,76
867,2020,Arunachal Pradesh,12,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,5
868,2020,Arunachal Pradesh,12,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,33
873,2020,Arunachal Pradesh,12,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,1
874,2020,Arunachal Pradesh,12,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,3
876,2020,Assam,18,Less Than ₹1 Lakh,Female,593
877,2020,Assam,18,Less Than ₹1 Lakh,Male,1418
879,2020,Assam,18,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,263
880,2020,Assam,18,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,735
885,2020,Assam,18,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,50
886,2020,Assam,18,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,184
888,2020,Bihar,10,Less Than ₹1 Lakh,Female,152
889,2020,Bihar,10,Less Than ₹1 Lakh,Male,178
891,2020,Bihar,10,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,179
892,2020,Bihar,10,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,229
894,2020,Bihar,10,₹10 Lakhs And Above,Female,6
895,2020,Bihar,10,₹10 Lakhs And Above,Male,6
897,2020,Bihar,10,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,21
898,2020,Bihar,10,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,38
900,2020,Chandigarh,4,Less Than ₹1 Lakh,Female,31
901,2020,Chandigarh,4,Less Than ₹1 Lakh,Male,51
903,2020,Chandigarh,4,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,16
904,2020,Chandigarh,4,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,27
909,2020,Chandigarh,4,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,1
910,2020,Chandigarh,4,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,2
912,2020,Chhattisgarh,22,Less Than ₹1 Lakh,Female,1456
913,2020,Chhattisgarh,22,Less Than ₹1 Lakh,Male,3121
915,2020,Chhattisgarh,22,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,627
916,2020,Chhattisgarh,22,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1904
918,2020,Chhattisgarh,22,₹10 Lakhs And Above,Female,4
919,2020,Chhattisgarh,22,₹10 Lakhs And Above,Male,19
921,2020,Chhattisgarh,22,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,155
922,2020,Chhattisgarh,22,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,424
924,2020,Delhi,7,Less Than ₹1 Lakh,Female,457
925,2020,Delhi,7,Less Than ₹1 Lakh,Male,955
927,2020,Delhi,7,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,371
928,2020,Delhi,7,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1055
930,2020,Delhi,7,₹10 Lakhs And Above,Female,3
931,2020,Delhi,7,₹10 Lakhs And Above,Male,13
933,2020,Delhi,7,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,64
934,2020,Delhi,7,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,224
936,2020,Goa,30,Less Than ₹1 Lakh,Female,54
937,2020,Goa,30,Less Than ₹1 Lakh,Male,141
939,2020,Goa,30,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,19
940,2020,Goa,30,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,82
945,2020,Goa,30,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,1
946,2020,Goa,30,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,11
948,2020,Gujarat,24,Less Than ₹1 Lakh,Female,1975
949,2020,Gujarat,24,Less Than ₹1 Lakh,Male,3529
950,2020,Gujarat,24,Less Than ₹1 Lakh,Transgender,2
951,2020,Gujarat,24,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,541
952,2020,Gujarat,24,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1877
955,2020,Gujarat,24,₹10 Lakhs And Above,Male,1
957,2020,Gujarat,24,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,26
958,2020,Gujarat,24,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,99
960,2020,Haryana,6,Less Than ₹1 Lakh,Female,498
961,2020,Haryana,6,Less Than ₹1 Lakh,Male,1550
963,2020,Haryana,6,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,368
964,2020,Haryana,6,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1360
966,2020,Haryana,6,₹10 Lakhs And Above,Female,10
967,2020,Haryana,6,₹10 Lakhs And Above,Male,19
969,2020,Haryana,6,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,41
970,2020,Haryana,6,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,155
972,2020,Himachal Pradesh,2,Less Than ₹1 Lakh,Female,201
973,2020,Himachal Pradesh,2,Less Than ₹1 Lakh,Male,308
975,2020,Himachal Pradesh,2,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,75
976,2020,Himachal Pradesh,2,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,179
979,2020,Himachal Pradesh,2,₹10 Lakhs And Above,Male,7
981,2020,Himachal Pradesh,2,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,20
982,2020,Himachal Pradesh,2,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,67
984,2020,Jammu And Kashmir,1,Less Than ₹1 Lakh,Female,74
985,2020,Jammu And Kashmir,1,Less Than ₹1 Lakh,Male,90
987,2020,Jammu And Kashmir,1,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,53
988,2020,Jammu And Kashmir,1,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,55
991,2020,Jammu And Kashmir,1,₹10 Lakhs And Above,Male,3
993,2020,Jammu And Kashmir,1,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,3
994,2020,Jammu And Kashmir,1,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,9
996,2020,Jharkhand,20,Less Than ₹1 Lakh,Female,535
997,2020,Jharkhand,20,Less Than ₹1 Lakh,Male,1007
999,2020,Jharkhand,20,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,207
1000,2020,Jharkhand,20,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,356
1002,2020,Jharkhand,20,₹10 Lakhs And Above,Female,2
1003,2020,Jharkhand,20,₹10 Lakhs And Above,Male,4
1005,2020,Jharkhand,20,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,15
1006,2020,Jharkhand,20,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,19
1008,2020,Karnataka,29,Less Than ₹1 Lakh,Female,2193
1009,2020,Karnataka,29,Less Than ₹1 Lakh,Male,5815
1010,2020,Karnataka,29,Less Than ₹1 Lakh,Transgender,1
1011,2020,Karnataka,29,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,806
1012,2020,Karnataka,29,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,3063
1014,2020,Karnataka,29,₹10 Lakhs And Above,Female,4
1015,2020,Karnataka,29,₹10 Lakhs And Above,Male,24
1017,2020,Karnataka,29,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,64
1018,2020,Karnataka,29,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,289
1020,2020,Kerala,32,Less Than ₹1 Lakh,Female,1389
1021,2020,Kerala,32,Less Than ₹1 Lakh,Male,3727
1023,2020,Kerala,32,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,497
1024,2020,Kerala,32,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2577
1026,2020,Kerala,32,₹10 Lakhs And Above,Female,2
1027,2020,Kerala,32,₹10 Lakhs And Above,Male,6
1029,2020,Kerala,32,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,42
1030,2020,Kerala,32,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,260
1032,2020,Ladakh,37,Less Than ₹1 Lakh,Female,2
1033,2020,Ladakh,37,Less Than ₹1 Lakh,Male,5
1036,2020,Ladakh,37,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,4
1042,2020,Ladakh,37,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,1
1044,2020,Lakshadweep,31,Less Than ₹1 Lakh,Female,1
1045,2020,Lakshadweep,31,Less Than ₹1 Lakh,Male,1
1056,2020,Madhya Pradesh,23,Less Than ₹1 Lakh,Female,3650
1057,2020,Madhya Pradesh,23,Less Than ₹1 Lakh,Male,6352
1059,2020,Madhya Pradesh,23,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1017
1060,2020,Madhya Pradesh,23,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2727
1062,2020,Madhya Pradesh,23,₹10 Lakhs And Above,Female,211
1063,2020,Madhya Pradesh,23,₹10 Lakhs And Above,Male,409
1065,2020,Madhya Pradesh,23,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,37
1066,2020,Madhya Pradesh,23,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,175
1068,2020,Maharashtra,27,Less Than ₹1 Lakh,Female,3344
1069,2020,Maharashtra,27,Less Than ₹1 Lakh,Male,9621
1070,2020,Maharashtra,27,Less Than ₹1 Lakh,Transgender,4
1071,2020,Maharashtra,27,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1044
1072,2020,Maharashtra,27,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,5287
1074,2020,Maharashtra,27,₹10 Lakhs And Above,Female,3
1075,2020,Maharashtra,27,₹10 Lakhs And Above,Male,44
1077,2020,Maharashtra,27,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,81
1078,2020,Maharashtra,27,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,481
1080,2020,Manipur,14,Less Than ₹1 Lakh,Female,11
1081,2020,Manipur,14,Less Than ₹1 Lakh,Male,18
